365,365
891,526
1486,595
2012,526
3327,1315
4034,707
4141,107
4816,675
5005,189
5654,649
5761,107
5870,109
5983,113
6269,286
6376,107
6589,213
7023,434
7212,189
7458,246
7924,466
8354,430
8670,316
8857,187
9152,295
9460,308
9647,187
